"","index","date","week","weekday","area","count","rabate","price","operator","driver","delivery_min","temperature","wine_ordered","wine_delivered","wrongpizza","quality"
"436",436,2014-03-12,11,3,"Camden",2,FALSE,29.98,"Maria","Taylor",37,48.4,0,0,FALSE,"high"
"437",437,2014-03-12,11,3,"Brent",4,TRUE,49.464,"Maria","Carter",15.6,61.2,0,0,FALSE,"high"
"438",438,2014-03-12,11,3,"Camden",2,FALSE,29.98,"Allanah","Taylor",33.4,52.8,0,0,FALSE,"high"
"439",439,2014-03-12,11,3,"Westminster",5,TRUE,66.555,"Allanah","Hunter",47.5,26.7,0,0,FALSE,"low"
"440",440,2014-03-12,11,3,"Camden",5,TRUE,63.855,"Allanah","Taylor",33.4,37.5,0,0,FALSE,"medium"
"441",441,2014-03-12,11,3,"Camden",2,FALSE,29.98,"Maria","Taylor",57.7,26.3,0,0,FALSE,"medium"
"442",442,2014-03-12,11,3,"Camden",2,FALSE,24.98,"Allanah","Taylor",28.1,51.6,0,0,FALSE,"high"
"443",443,2014-03-12,11,3,"Brent",2,FALSE,29.98,"Maria","Carter",19.8,57.3,0,0,FALSE,NA
"444",444,2014-03-12,11,3,"Camden",1,FALSE,13.99,"Allanah","Carter",13.6,59,0,0,FALSE,"high"
"445",445,2014-03-12,11,3,NA,3,FALSE,39.97,"Allanah","Carter",21.8,55.8,0,0,FALSE,"high"
"446",446,2014-03-12,11,3,"Westminster",3,FALSE,72.31,"Maria","Taylor",21.8,56,1,1,FALSE,"high"
"447",447,2014-03-12,11,3,"Brent",1,FALSE,10.99,"Maria","Carter",24.9,51.7,0,0,FALSE,"high"
"448",448,2014-03-12,11,3,"Camden",3,FALSE,42.97,"Allanah","Taylor",29.1,50,0,0,FALSE,"high"
"449",449,2014-03-12,11,3,"Brent",3,FALSE,81.73,"Allanah","Carter",26.8,37.3,1,1,FALSE,"medium"
"450",450,2014-03-12,11,3,"Brent",1,FALSE,15.99,"Allanah","Carter",21.6,38.7,0,0,FALSE,"medium"
"451",451,2014-03-12,11,3,"Brent",2,FALSE,29.98,"Allanah","Carter",12.9,41.1,0,0,FALSE,"medium"
"452",452,NA,NA,NA,"Brent",6,TRUE,74.646,"Rhonda","Carter",21.2,59.1,0,0,FALSE,"high"
"453",453,2014-03-13,11,4,"Westminster",3,FALSE,45.97,"Rhonda","Farmer",26.7,54.3,0,0,FALSE,"medium"
"454",454,2014-03-13,11,4,"Camden",5,TRUE,54.855,"Maria","Farmer",11,59.4,0,0,TRUE,NA
"455",455,2014-03-13,11,4,"Westminster",2,FALSE,27.98,"Rhonda","Carpenter",45.2,41.6,0,0,FALSE,NA
"456",456,2014-03-13,11,4,"Brent",3,FALSE,41.97,"Maria","Carter",33.4,52.8,0,0,FALSE,NA
"457",457,2014-03-13,11,4,"Westminster",2,FALSE,33.98,"Rhonda","Carpenter",17.5,56.4,0,0,FALSE,"high"
"458",458,2014-03-13,11,4,"Brent",2,FALSE,31.98,"Rhonda","Carter",24,57.6,0,0,FALSE,"high"
"459",459,2014-03-13,11,4,"Brent",3,FALSE,44.97,"Maria","Carter",33,53.9,0,0,FALSE,NA
"460",460,2014-03-13,11,4,"Brent",3,FALSE,44.97,"Maria","Farmer",15.2,55.3,0,0,FALSE,"high"
"461",461,2014-03-13,11,4,"Camden",2,FALSE,23.98,"Maria","Farmer",18.8,58.4,0,0,FALSE,"high"
"462",462,2014-03-13,11,4,"Westminster",4,TRUE,52.164,"Rhonda","Carpenter",28.2,52.2,0,0,FALSE,NA
"463",463,2014-03-13,11,4,"Brent",6,TRUE,73.746,"Rhonda","Farmer",20.6,56.3,0,0,FALSE,"high"
"464",464,2014-03-13,11,4,"Brent",4,TRUE,50.364,"Rhonda","Carter",24.3,59.7,0,0,FALSE,NA
"465",465,2014-03-13,11,4,"Camden",2,FALSE,29.98,"Maria","Farmer",15.9,54.1,0,0,TRUE,"high"
"466",466,2014-03-13,11,4,"Brent",1,FALSE,10.99,"Maria","Carter",24.6,52.9,0,0,TRUE,"high"
"467",467,2014-03-13,11,4,"Westminster",4,TRUE,48.564,"Maria","Carpenter",53,33,0,0,FALSE,"high"
"468",468,2014-03-13,11,4,"Camden",6,TRUE,82.746,"Maria","Farmer",37.4,45.5,0,0,TRUE,"medium"
"469",469,2014-03-13,11,4,"Camden",3,FALSE,36.97,"Rhonda","Farmer",20.1,60.5,0,0,FALSE,"high"
"470",470,2014-03-13,11,4,"Westminster",3,FALSE,40.97,"Rhonda","Farmer",16.5,56.7,0,0,FALSE,"high"
"471",471,2014-03-13,11,4,"Brent",4,TRUE,49.464,"Maria","Carpenter",20.1,57.3,0,0,FALSE,"high"
"472",472,2014-03-13,11,4,"Brent",3,FALSE,44.97,"Rhonda","Carpenter",33,47,0,0,FALSE,"medium"
"473",473,2014-03-13,11,4,"Brent",3,FALSE,38.97,"Maria","Carter",29.9,54.9,0,0,FALSE,"high"
"474",474,2014-03-13,11,4,"Brent",3,FALSE,77.73,"Maria","Carpenter",10.4,61.1,1,1,FALSE,"high"
"475",475,2014-03-13,11,4,"Brent",4,TRUE,47.664,"Rhonda","Farmer",15.2,59.4,0,0,FALSE,"high"
"476",476,2014-03-13,11,4,"Camden",4,TRUE,53.064,"Maria","Farmer",22.8,56.8,0,0,FALSE,"high"
"477",477,2014-03-13,11,4,"Westminster",4,TRUE,48.564,"Rhonda","Carpenter",37.9,43.4,0,0,FALSE,"medium"
"478",478,2014-03-13,11,4,"Camden",2,FALSE,28.98,"Rhonda","Carter",23.7,54.5,0,0,FALSE,"medium"
"479",479,2014-03-13,11,4,"Brent",3,FALSE,38.97,"Rhonda","Carter",29.1,55.3,0,0,FALSE,NA
"480",480,2014-03-13,11,4,"Camden",3,FALSE,38.97,"Maria","Farmer",23.4,55.8,0,0,FALSE,NA
"481",481,2014-03-13,11,4,"Camden",3,FALSE,40.97,"Rhonda","Farmer",32.3,53.1,0,0,FALSE,"medium"
"482",482,2014-03-13,11,4,"Westminster",2,FALSE,29.98,"Rhonda","Carpenter",56.3,33,0,0,FALSE,NA
"483",483,2014-03-13,11,4,"Westminster",2,FALSE,24.98,"Maria","Carpenter",37.5,44.5,0,0,FALSE,NA
"484",484,2014-03-13,11,4,"Westminster",5,TRUE,61.155,"Rhonda","Carpenter",41,44.7,0,0,FALSE,"medium"
"485",485,2014-03-13,11,4,"Westminster",3,FALSE,39.97,"Rhonda","Carpenter",12.7,58.9,0,0,FALSE,"high"
"486",486,2014-03-13,11,4,"Brent",3,FALSE,43.97,"Rhonda","Farmer",11.8,56.8,0,0,FALSE,"high"
"487",487,2014-03-13,11,4,"Westminster",2,FALSE,30.98,"Maria","Carpenter",50.9,38.2,0,0,FALSE,"high"
"488",488,2014-03-14,11,5,"Camden",3,FALSE,35.97,"Rhonda","Farmer",10.6,58.9,0,0,FALSE,"high"
"489",489,2014-03-14,11,5,"Camden",5,TRUE,59.355,"Maria","Farmer",29,53.6,0,0,FALSE,"high"
"490",490,2014-03-14,11,5,"Brent",3,FALSE,42.97,"Maria","Farmer",20.6,53,0,0,FALSE,"high"
"491",491,2014-03-14,11,5,"Westminster",NA,NA,NA,"Maria","Carpenter",43.6,37.3,NA,NA,FALSE,"high"
"492",492,2014-03-14,11,5,"Brent",4,TRUE,53.064,"Rhonda","Farmer",16.4,58.8,0,0,FALSE,"high"
"493",493,2014-03-14,11,5,"Westminster",5,TRUE,110.457,"Rhonda","Carpenter",33.4,48.7,1,1,FALSE,"medium"
"494",494,2014-03-14,11,5,"Brent",2,FALSE,27.98,"Rhonda","Carter",17.2,55.7,0,0,FALSE,"medium"
"495",495,2014-03-14,11,5,"Westminster",6,TRUE,73.746,"Rhonda","Carpenter",31.3,53.8,0,0,FALSE,"medium"
"496",496,2014-03-14,11,5,"Westminster",1,FALSE,12.99,"Rhonda","Carpenter",32,50.6,0,0,FALSE,"medium"
"497",497,2014-03-14,11,5,"Brent",5,TRUE,56.655,"Rhonda","Carter",17.9,56.4,0,0,FALSE,"high"
"498",498,2014-03-14,11,5,"Westminster",3,FALSE,39.97,"Rhonda","Carpenter",47.6,33.8,0,0,FALSE,"low"
"499",499,2014-03-14,11,5,"Westminster",3,FALSE,38.97,"Rhonda","Carpenter",41,46.1,0,0,FALSE,"medium"
"500",500,2014-03-14,11,5,"Camden",2,FALSE,28.98,"Rhonda","Carter",25.9,53.9,0,0,FALSE,"medium"
"501",501,2014-03-14,11,5,"Camden",3,FALSE,45.97,"Maria","Farmer",40.5,42.6,0,0,TRUE,"medium"
"502",502,2014-03-14,11,5,"Westminster",2,FALSE,78.42,"Maria","Carpenter",51,29.7,1,1,FALSE,"medium"
"503",503,2014-03-14,11,5,"Brent",2,FALSE,23.98,"Maria","Carter",30.8,46.1,0,0,TRUE,"medium"
"504",504,2014-03-14,11,5,"Brent",2,FALSE,27.98,"Maria","Carter",20.8,57.8,0,0,FALSE,"high"
"505",505,2014-03-14,11,5,"Camden",2,FALSE,51.5,"Rhonda","Farmer",14.1,59.4,1,1,NA,"high"
"506",506,2014-03-14,11,5,"Westminster",2,FALSE,27.98,"Rhonda","Carpenter",42.4,37,0,0,FALSE,NA
"507",507,2014-03-14,11,5,"Camden",1,FALSE,11.99,"Rhonda","Farmer",24.7,50.9,0,0,FALSE,"medium"
"508",508,2014-03-14,11,5,"Westminster",5,TRUE,95.931,"Rhonda","Carpenter",28.5,53.3,1,1,FALSE,"medium"
"509",509,2014-03-14,11,5,"Brent",7,TRUE,116.532,"Rhonda","Carter",29.5,53.4,1,1,FALSE,"medium"
"510",510,2014-03-14,11,5,"Camden",2,FALSE,26.98,"Maria","Carter",28.9,51.3,0,0,FALSE,"high"
"511",511,2014-03-14,11,5,"Westminster",3,FALSE,40.97,"Rhonda","Carpenter",41.4,41.1,0,0,FALSE,"low"
"512",512,2014-03-14,11,5,"Camden",3,FALSE,43.97,"Maria","Farmer",32.2,43.9,0,0,FALSE,"high"
"513",513,2014-03-14,11,5,"Camden",2,FALSE,33.98,"Rhonda","Farmer",23.2,54.1,0,0,FALSE,"medium"
"514",514,2014-03-14,11,5,"Westminster",3,FALSE,38.97,"Rhonda","Carpenter",46.3,41.1,0,0,FALSE,"low"
"515",515,NA,NA,NA,"Camden",1,FALSE,11.99,"Rhonda","Carpenter",29.5,48.5,0,0,FALSE,"medium"
"516",516,2014-03-14,11,5,"Camden",5,TRUE,65.655,"Maria","Carter",45.2,42.2,0,0,FALSE,NA
"517",517,2014-03-14,11,5,"Brent",5,TRUE,61.155,"Rhonda","Carter",33.9,53.4,0,0,FALSE,"medium"
"518",518,2014-03-14,11,5,"Camden",2,FALSE,64.7,"Rhonda","Farmer",31.9,48.8,1,1,FALSE,"medium"
"519",519,2014-03-14,11,5,"Camden",2,FALSE,33.98,"Maria","Carter",32.8,50.1,0,0,FALSE,"high"
"520",520,2014-03-14,11,5,"Westminster",2,FALSE,29.98,"Rhonda","Carpenter",30.3,50.2,0,0,FALSE,NA
"521",521,2014-03-14,11,5,"Westminster",4,TRUE,50.364,"Maria","Carpenter",42.3,41.4,0,0,FALSE,"high"
"522",522,2014-03-14,11,5,"Brent",4,TRUE,49.464,"Maria","Carter",17.1,54.4,0,0,FALSE,"high"
"523",523,NA,NA,NA,"Camden",4,TRUE,48.564,"Maria","Carter",25.8,54,0,0,FALSE,"high"
"524",524,2014-03-14,11,5,"Camden",3,FALSE,40.97,"Rhonda","Farmer",23.3,58.3,0,0,FALSE,"high"
"525",525,2014-03-14,11,5,"Brent",3,FALSE,44.97,"Maria","Carter",29,55.6,0,0,FALSE,NA
"526",526,2014-03-14,11,5,"Brent",6,TRUE,76.446,"Maria","Carter",10.8,61.1,0,0,TRUE,"high"
"527",527,2014-03-14,11,5,"Camden",2,FALSE,68.47,"Rhonda","Farmer",25.2,54.4,1,1,FALSE,"medium"
"528",528,2014-03-15,11,6,"Camden",4,TRUE,47.664,"Rhonda","Taylor",29.4,47.2,0,0,FALSE,"medium"
"529",529,2014-03-15,11,6,"Westminster",5,TRUE,86.247,"Rhonda","Carpenter",45.1,41.3,1,1,FALSE,"low"
"530",530,2014-03-15,11,6,"Camden",2,FALSE,25.98,"Rhonda","Taylor",29.2,46.4,0,0,FALSE,NA
"531",531,2014-03-15,11,6,"Camden",1,FALSE,13.99,"Maria","Taylor",18.8,51.9,0,0,FALSE,"high"
"532",532,2014-03-15,11,6,"Camden",5,TRUE,59.355,"Rhonda","Taylor",20.4,49.5,0,0,FALSE,"medium"
"533",533,2014-03-15,11,6,"Westminster",3,FALSE,72.74,"Maria","Carpenter",53,NA,1,1,FALSE,"high"
"534",534,2014-03-15,11,6,"Westminster",4,TRUE,52.164,"Maria","Taylor",53.8,35.2,0,0,FALSE,"high"
"535",535,2014-03-15,11,6,"Westminster",4,TRUE,44.964,"Maria","Miller",16.8,49.4,0,0,FALSE,NA
"536",536,2014-03-15,11,6,"Westminster",2,FALSE,30.98,"Maria","Carpenter",48.2,27.4,0,0,TRUE,NA
"537",537,2014-03-15,11,6,"Westminster",6,TRUE,66.546,"Maria","Miller",22,51.8,0,0,FALSE,"high"
"538",538,2014-03-15,11,6,"Brent",5,TRUE,61.155,"Maria","Taylor",17.2,54.5,0,0,FALSE,"high"
"539",539,NA,NA,NA,"Westminster",6,TRUE,68.346,"Maria","Carpenter",47,38.4,0,0,FALSE,"high"
"540",540,2014-03-15,11,6,"Westminster",2,FALSE,29.98,"Maria","Miller",34.3,41.2,0,0,TRUE,NA
"541",541,2014-03-15,11,6,"Camden",6,TRUE,71.946,"Maria","Miller",27.8,53.7,0,0,FALSE,"high"
"542",542,2014-03-15,11,6,NA,7,TRUE,88.137,"Rhonda","Butcher",42.7,44.3,0,0,FALSE,"medium"
"543",543,2014-03-15,11,6,"Brent",3,FALSE,38.97,"Rhonda","Carpenter",29.5,49.6,0,0,FALSE,"medium"
"544",544,2014-03-15,11,6,"Brent",2,FALSE,30.98,"Rhonda","Butcher",20.7,53.2,0,0,FALSE,"medium"
"545",545,2014-03-15,11,6,"Westminster",2,FALSE,29.98,"Rhonda","Miller",28.7,47,0,0,FALSE,"medium"
"546",546,2014-03-15,11,6,"Westminster",3,FALSE,43.97,"Rhonda","Miller",21.4,57.5,0,0,FALSE,"high"
"547",547,2014-03-15,11,6,"Camden",3,FALSE,41.97,"Maria","Taylor",13,53,0,0,TRUE,NA
"548",548,2014-03-15,11,6,"Brent",3,FALSE,33.97,"Rhonda","Taylor",33.7,44.7,0,0,FALSE,"medium"
"549",549,2014-03-15,11,6,"Westminster",4,TRUE,48.564,"Rhonda","Carpenter",34.2,44.5,0,0,FALSE,"medium"
"550",550,2014-03-15,11,6,"Westminster",2,FALSE,27.98,"Maria","Carpenter",33.4,42.5,0,0,FALSE,"high"
"551",551,2014-03-15,11,6,"Camden",3,FALSE,38.97,"Maria","Taylor",18.5,52.4,0,0,FALSE,"high"
"552",552,2014-03-15,11,6,"Westminster",4,TRUE,91.17,"Maria","Miller",48.8,37,1,1,FALSE,"high"
"553",553,2014-03-15,11,6,"Westminster",4,TRUE,45.864,"Rhonda","Miller",31.1,49.7,0,0,FALSE,"medium"
"554",554,2014-03-15,11,6,"Camden",3,FALSE,45.97,"Maria","Miller",25.5,49.6,0,0,FALSE,"high"
"555",555,2014-03-15,11,6,"Westminster",2,FALSE,27.98,"Maria","Miller",23.6,49.5,0,0,FALSE,"high"
"556",556,2014-03-15,11,6,"Brent",3,FALSE,40.97,"Rhonda","Butcher",28.5,48.2,0,0,FALSE,"medium"
"557",557,2014-03-15,11,6,"Brent",2,FALSE,27.98,"Rhonda","Butcher",16.2,51.3,0,0,FALSE,"medium"
"558",558,2014-03-15,11,6,"Camden",3,FALSE,41.97,"Rhonda","Miller",32.3,NA,0,0,FALSE,"low"
"559",559,2014-03-15,11,6,"Camden",2,FALSE,24.98,"Maria","Miller",29.3,42.7,0,0,FALSE,NA
"560",560,2014-03-15,11,6,"Camden",4,TRUE,44.064,NA,"Taylor",43.2,36.3,0,0,FALSE,"low"
"561",561,2014-03-15,11,6,"Westminster",2,FALSE,53.07,"Rhonda","Miller",19,54.1,1,1,FALSE,"medium"
"562",562,2014-03-15,11,6,"Brent",5,TRUE,63.855,"Maria","Butcher",13.2,55.2,0,0,FALSE,"high"
"563",563,2014-03-15,11,6,"Brent",2,FALSE,25.98,"Maria","Butcher",27.8,50,0,0,FALSE,"high"
"564",564,2014-03-15,11,6,"Westminster",3,FALSE,79.64,"Rhonda","Miller",32.3,45.6,1,1,FALSE,"medium"
"565",565,2014-03-15,11,6,"Camden",1,FALSE,12.99,"Rhonda","Miller",23.1,50.9,0,0,FALSE,"medium"
"566",566,2014-03-15,11,6,"Westminster",2,FALSE,25.98,"Maria","Miller",27.8,47.5,0,0,TRUE,"high"
"567",567,2014-03-15,11,6,"Westminster",3,FALSE,35.97,"Maria","Miller",20,50.2,0,0,FALSE,"high"
"568",568,2014-03-15,11,6,"Westminster",2,FALSE,71.67,"Rhonda","Carpenter",27.9,46.8,1,1,FALSE,"medium"
"569",569,2014-03-15,11,6,"Westminster",4,TRUE,48.564,"Maria","Butcher",25.1,49.9,0,0,FALSE,"high"
"570",570,2014-03-15,11,6,"Brent",5,TRUE,59.355,"Rhonda","Butcher",10.8,55.8,0,0,FALSE,NA
"571",571,2014-03-15,11,6,"Westminster",6,TRUE,77.346,"Maria","Miller",49.6,39.2,0,0,FALSE,"high"
"572",572,2014-03-15,11,6,"Camden",3,FALSE,72.72,"Rhonda","Carpenter",22.9,49.2,1,1,FALSE,"medium"
"573",573,2014-03-15,11,6,"Camden",2,FALSE,29.98,"Rhonda","Miller",44.4,29.5,0,0,FALSE,"low"
"574",574,2014-03-15,11,6,"Westminster",4,TRUE,44.964,"Rhonda","Carpenter",43.1,42.4,0,0,FALSE,NA
"575",575,2014-03-15,11,6,"Camden",5,TRUE,83.502,"Rhonda","Taylor",21.1,47.3,1,1,FALSE,"medium"
"576",576,2014-03-15,11,6,"Westminster",2,FALSE,27.98,"Maria","Miller",24.9,51.3,0,0,FALSE,"high"
"577",577,2014-03-16,11,7,"Camden",2,FALSE,53.52,"Rhonda","Taylor",26,49.5,1,1,FALSE,"medium"
"578",578,2014-03-16,11,7,"Brent",3,FALSE,41.97,"Rhonda","Butcher",13.4,57.9,0,0,FALSE,"high"
"579",579,2014-03-16,11,7,"Westminster",3,FALSE,39.97,"Allanah","Carpenter",49.3,33.3,0,0,FALSE,"low"
"580",580,NA,NA,NA,"Camden",1,FALSE,11.99,"Rhonda","Taylor",28.6,47.8,0,0,FALSE,"medium"
"581",581,2014-03-16,11,7,"Brent",5,TRUE,65.655,"Rhonda","Butcher",11.5,60.5,0,0,FALSE,"high"
"582",582,2014-03-16,11,7,"Westminster",5,TRUE,57.555,"Allanah","Butcher",11.4,59.6,0,0,FALSE,"high"
"583",583,2014-03-16,11,7,"Camden",4,TRUE,50.364,"Rhonda","Taylor",20.7,56.8,0,0,FALSE,"high"
"584",584,2014-03-16,11,7,"Westminster",4,TRUE,84.339,"Allanah","Carpenter",36.6,47.5,1,1,FALSE,"high"
"585",585,2014-03-16,11,7,"Westminster",5,TRUE,78.975,"Rhonda","Carpenter",15.9,53.4,1,1,FALSE,"medium"
"586",586,2014-03-16,11,7,"Westminster",1,FALSE,12.99,"Rhonda","Hunter",23.4,47.4,0,0,FALSE,"medium"
"587",587,2014-03-16,11,7,"Brent",4,TRUE,50.364,"Rhonda","Hunter",17.4,58.8,0,0,FALSE,"high"
"588",588,2014-03-16,11,7,"Brent",4,TRUE,93.222,"Allanah","Butcher",9.2,56.8,1,1,FALSE,NA
"589",589,2014-03-16,11,7,"Westminster",5,TRUE,65.655,"Allanah","Carpenter",34.6,27.8,0,0,FALSE,"low"
"590",590,2014-03-16,11,7,"Camden",3,FALSE,39.97,"Allanah","Taylor",17.3,54.9,0,0,FALSE,"high"
"591",591,2014-03-16,11,7,"Brent",1,FALSE,12.99,"Rhonda","Hunter",25.2,48.1,0,0,FALSE,"medium"
"592",592,2014-03-16,11,7,"Brent",2,FALSE,26.98,"Rhonda","Hunter",9.3,59.3,0,0,FALSE,"high"
"593",593,2014-03-16,11,7,"Westminster",1,FALSE,13.99,"Allanah","Butcher",42.1,36.4,0,0,FALSE,NA
"594",594,2014-03-16,11,7,"Brent",1,FALSE,12.99,"Rhonda","Hunter",13.8,53.4,0,0,FALSE,NA
"595",595,2014-03-16,11,7,"Westminster",3,FALSE,37.97,"Rhonda","Carpenter",29,48.2,0,0,FALSE,"medium"
"596",596,2014-03-16,11,7,"Westminster",4,TRUE,47.664,"Allanah","Hunter",40,29.9,0,0,FALSE,"low"
"597",597,2014-03-16,11,7,"Brent",1,FALSE,12.99,"Rhonda","Taylor",52.1,28.3,0,0,FALSE,"low"
"598",598,2014-03-16,11,7,"Brent",2,FALSE,22.98,"Rhonda","Hunter",9.4,56.5,0,0,FALSE,"high"
"599",599,2014-03-16,11,7,"Camden",5,TRUE,58.455,"Rhonda","Taylor",31.1,51.3,0,0,FALSE,"medium"
"600",600,2014-03-16,11,7,"Westminster",4,TRUE,54.864,"Rhonda","Carpenter",33.2,49.3,0,0,FALSE,"medium"
"601",601,2014-03-16,11,7,"Westminster",4,TRUE,54.864,"Rhonda","Taylor",30.9,46,0,0,FALSE,"medium"
"602",602,2014-03-16,11,7,"Brent",3,FALSE,76.5,"Allanah","Hunter",15,56.8,1,1,FALSE,NA
"603",603,2014-03-16,11,7,"Brent",2,FALSE,33.98,"Rhonda","Butcher",11.7,53.1,0,0,FALSE,"medium"
"604",604,2014-03-16,11,7,"Brent",3,FALSE,38.97,"Rhonda","Carpenter",19.3,57.5,0,0,FALSE,NA
"605",605,2014-03-16,11,7,"Westminster",2,FALSE,63.93,"Allanah","Butcher",17.6,42.2,1,1,FALSE,"medium"
"606",606,2014-03-16,11,7,"Westminster",2,FALSE,24.98,"Rhonda","Carpenter",60.3,22.7,0,0,FALSE,"low"
"607",607,2014-03-16,11,7,"Brent",4,TRUE,52.164,"Rhonda","Hunter",13.5,55.1,0,0,FALSE,NA
"608",608,2014-03-16,11,7,"Westminster",4,TRUE,42.264,"Allanah","Carpenter",32.7,45.7,0,0,FALSE,NA
"609",609,2014-03-16,11,7,"Westminster",5,TRUE,60.255,NA,"Carpenter",37.5,44.9,0,0,FALSE,"medium"
"610",610,2014-03-16,11,7,"Camden",NA,NA,NA,"Allanah","Taylor",38.2,25.3,NA,NA,FALSE,"low"
"611",611,2014-03-16,11,7,"Brent",2,FALSE,29.98,"Allanah","Taylor",36.3,20.2,0,0,FALSE,"low"
"612",612,2014-03-16,11,7,"Westminster",3,FALSE,46.97,"Allanah","Carpenter",23.7,31.6,0,0,FALSE,"low"
"613",613,2014-03-16,11,7,"Westminster",6,TRUE,77.346,"Rhonda","Carpenter",13.9,53.9,0,0,FALSE,NA
"614",614,2014-03-16,11,7,"Brent",4,TRUE,53.064,"Rhonda","Butcher",14.4,53.9,0,0,FALSE,NA
"615",615,2014-03-16,11,7,"Brent",NA,NA,NA,"Allanah","Butcher",10.2,40.2,NA,NA,FALSE,NA
"616",616,2014-03-16,11,7,"Westminster",2,FALSE,25.98,"Rhonda","Carpenter",31.4,49.9,0,0,FALSE,"medium"
"617",617,2014-03-16,11,7,"Camden",4,TRUE,80.892,"Rhonda","Taylor",9.4,56.3,1,1,FALSE,"high"
"618",618,2014-03-16,11,7,"Brent",4,TRUE,53.064,"Allanah","Taylor",11.8,56.2,0,0,FALSE,"high"
"619",619,2014-03-16,11,7,"Brent",2,FALSE,26.98,"Allanah","Hunter",12.7,58.5,0,0,FALSE,"high"
"620",620,2014-03-16,11,7,"Brent",2,FALSE,27.98,"Allanah","Butcher",10.8,39.8,0,0,FALSE,"medium"
"621",621,2014-03-16,11,7,"Brent",4,TRUE,84.699,"Allanah","Taylor",16.5,55,1,1,FALSE,"high"
"622",622,2014-03-16,11,7,"Westminster",5,TRUE,62.055,"Allanah","Carpenter",21.6,54.1,0,0,FALSE,NA
"623",623,2014-03-16,11,7,"Brent",1,FALSE,13.99,"Rhonda","Butcher",19.7,54.9,0,0,FALSE,"medium"
"624",624,2014-03-16,11,7,"Westminster",2,FALSE,29.98,"Allanah","Hunter",31.6,46.5,0,0,FALSE,"medium"
"625",625,2014-03-17,12,1,"Brent",7,TRUE,89.037,"Allanah","Hunter",16.4,61.9,0,0,FALSE,"high"
"626",626,2014-03-17,12,1,"Westminster",3,FALSE,43.97,"Rhonda","Taylor",19.2,59.8,0,0,FALSE,"high"
"627",627,2014-03-17,12,1,"Camden",2,FALSE,30.98,"Allanah",NA,31.3,54.8,0,0,FALSE,"high"
"628",628,2014-03-17,12,1,"Camden",4,TRUE,53.964,"Allanah","Taylor",43,32.9,0,0,FALSE,"low"
"629",629,2014-03-17,12,1,"Brent",2,FALSE,26.98,"Rhonda","Hunter",19.2,55.4,0,0,FALSE,"medium"
"630",630,2014-03-17,12,1,"Brent",3,FALSE,49.97,"Rhonda","Hunter",13.3,59.1,0,0,FALSE,"high"
"631",631,2014-03-17,12,1,"Brent",1,FALSE,13.99,"Allanah","Taylor",14.3,56.2,0,0,FALSE,"high"
"632",632,2014-03-17,12,1,"Camden",1,FALSE,13.99,"Rhonda","Hunter",38.6,42.7,0,0,FALSE,"low"
"633",633,2014-03-17,12,1,"Camden",3,FALSE,48.97,"Allanah","Taylor",20.6,57.6,0,0,FALSE,"high"
"634",634,2014-03-17,12,1,"Brent",4,TRUE,46.764,"Allanah","Hunter",23.8,55.5,0,0,FALSE,"high"
"635",635,2014-03-17,12,1,"Westminster",3,FALSE,38.97,"Rhonda","Hunter",47,44.1,0,0,FALSE,NA
"636",636,2014-03-17,12,1,"Camden",3,FALSE,47.97,"Rhonda","Taylor",34.8,53.1,0,0,FALSE,NA
"637",637,2014-03-17,12,1,"Camden",2,FALSE,59.08,"Rhonda","Taylor",26.8,52.8,1,1,TRUE,"low"
"638",638,2014-03-17,12,1,"Brent",3,FALSE,46.97,"Rhonda","Hunter",29.9,52.5,0,0,FALSE,"medium"
"639",639,2014-03-17,12,1,"Brent",7,TRUE,93.537,"Allanah","Hunter",11.9,64.1,0,0,FALSE,"high"
"640",640,2014-03-17,12,1,"Camden",4,TRUE,82.593,"Allanah","Taylor",46.5,41.5,1,1,FALSE,"medium"
"641",641,2014-03-17,12,1,"Brent",5,TRUE,65.655,"Allanah","Hunter",18.9,55.2,0,0,FALSE,"high"
"642",642,2014-03-17,12,1,"Brent",4,TRUE,53.964,"Rhonda","Hunter",15.4,58.4,0,0,FALSE,"high"
"643",643,2014-03-17,12,1,"Brent",5,TRUE,61.155,"Allanah","Hunter",9.1,63.3,0,0,FALSE,NA
"644",644,2014-03-17,12,1,"Brent",1,FALSE,13.99,"Allanah","Hunter",24,55.2,0,0,FALSE,"high"
"645",645,2014-03-17,12,1,"Brent",4,TRUE,53.064,"Allanah","Hunter",22.9,57,0,0,FALSE,"high"
"646",646,2014-03-17,12,1,"Brent",2,FALSE,29.98,"Allanah","Hunter",19.3,56.5,0,0,FALSE,"high"
"647",647,2014-03-17,12,1,"Camden",6,TRUE,80.046,"Rhonda","Taylor",38.6,43.4,0,0,FALSE,"medium"
"648",648,2014-03-17,12,1,"Brent",4,TRUE,47.664,"Allanah","Taylor",29.8,56.2,0,0,FALSE,"high"
"649",649,2014-03-17,12,1,"Brent",4,TRUE,47.664,"Rhonda","Hunter",11.2,61.9,0,0,FALSE,"high"
"650",650,2014-03-17,12,1,"Brent",3,FALSE,40.97,"Allanah","Hunter",12.7,41.2,0,0,FALSE,NA
"651",651,2014-03-17,12,1,"Camden",6,TRUE,71.946,"Rhonda","Taylor",42.4,50.5,0,0,FALSE,"medium"
"652",652,2014-03-17,12,1,"Brent",1,FALSE,15.99,"Allanah","Hunter",10.6,61,0,0,FALSE,"high"
