"","status","duration","credit_history","purpose","amount","savings","employment_duration","installment_rate","personal_status_sex","other_debtors","present_residence","property","age","other_installment_plans","housing","number_credits","job","people_liable","telephone","foreign_worker","credit_risk"
"462","... < 0 DM",15,"existing credits paid back duly till now","car (new)",1721,"... < 100 DM","... < 1 year",2,"male : single","none",3,"real estate",36,"none","own",1,"skilled employee/official",1,"no","yes","good"
"463","0 <= ... < 200 DM",12,"existing credits paid back duly till now","radio/television",3017,"... < 100 DM","... < 1 year",3,"female : divorced/separated/married","none",1,"real estate",34,"none","rent",1,"management/self-employed/highly qualified employee/officer",1,"no","yes","good"
"464","0 <= ... < 200 DM",12,"existing credits paid back duly till now","business",754,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"building society savings agreement/life insurance",38,"none","own",2,"skilled employee/official",1,"no","yes","good"
"465","no checking account",18,"existing credits paid back duly till now","others",1950,"... < 100 DM","4 <= ... < 7 years",4,"male : single","none",1,"car or other",34,"stores","own",2,"skilled employee/official",1,"yes","yes","good"
"466","... < 0 DM",24,"existing credits paid back duly till now","car (used)",2924,"... < 100 DM","1 <= ... < 4 years",3,"male : single","guarantor",4,"unknown/no property",63,"bank","own",1,"skilled employee/official",2,"yes","yes","good"
"467","... < 0 DM",24,"delay in paying off in the past","domestic appliances",1659,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",2,"car or other",29,"none","rent",1,"unskilled - resident",1,"yes","yes","bad"
"468","no checking account",48,"delay in paying off in the past","domestic appliances",7238,"unknown/no savings account","... >= 7 years",3,"male : single","none",3,"car or other",32,"bank","own",2,"skilled employee/official",2,"no","yes","good"
"469","no checking account",33,"delay in paying off in the past","others",2764,"... < 100 DM","1 <= ... < 4 years",2,"female : divorced/separated/married","none",2,"car or other",26,"none","own",2,"skilled employee/official",1,"yes","yes","good"
"470","no checking account",24,"delay in paying off in the past","car (used)",4679,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",3,"car or other",35,"none","own",2,"unskilled - resident",1,"yes","yes","good"
"471","0 <= ... < 200 DM",24,"existing credits paid back duly till now","domestic appliances",3092,"100 <= ... < 500 DM","... < 1 year",3,"male : married/widowed","none",2,"car or other",22,"none","rent",1,"skilled employee/official",1,"yes","yes","bad"
"472","... < 0 DM",6,"existing credits paid back duly till now","retraining",448,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",23,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"473","... < 0 DM",9,"existing credits paid back duly till now","car (new)",654,"... < 100 DM","1 <= ... < 4 years",4,"male : single","none",3,"car or other",28,"none","own",1,"unskilled - resident",1,"no","yes","bad"
"474","no checking account",6,"existing credits paid back duly till now","business",1238,"unknown/no savings account","unemployed",4,"male : single","none",4,"building society savings agreement/life insurance",36,"none","own",1,"management/self-employed/highly qualified employee/officer",2,"yes","yes","good"
"475","0 <= ... < 200 DM",18,"critical account/other credits existing","domestic appliances",1245,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","none",2,"car or other",33,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"476","... < 0 DM",18,"no credits taken/all credits paid back duly","radio/television",3114,"... < 100 DM","... < 1 year",1,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",26,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"477","no checking account",39,"existing credits paid back duly till now","car (used)",2569,"500 <= ... < 1000 DM","1 <= ... < 4 years",4,"male : single","none",4,"car or other",24,"none","own",1,"skilled employee/official",1,"no","yes","good"
"478","... >= 200 DM / salary for at least 1 year",24,"existing credits paid back duly till now","domestic appliances",5152,"... < 100 DM","4 <= ... < 7 years",4,"male : single","none",2,"car or other",25,"bank","own",1,"skilled employee/official",1,"no","yes","good"
"479","0 <= ... < 200 DM",12,"existing credits paid back duly till now","others",1037,"100 <= ... < 500 DM","4 <= ... < 7 years",3,"male : single","none",4,"real estate",39,"none","own",1,"unskilled - resident",1,"no","yes","good"
"480","... < 0 DM",15,"critical account/other credits existing","radio/television",1478,"... < 100 DM","... >= 7 years",4,"male : single","none",4,"car or other",44,"none","own",2,"skilled employee/official",2,"yes","yes","good"
"481","0 <= ... < 200 DM",12,"critical account/other credits existing","domestic appliances",3573,"... < 100 DM","1 <= ... < 4 years",1,"female : divorced/separated/married","none",1,"real estate",23,"none","own",1,"unskilled - resident",1,"no","yes","good"
"482","0 <= ... < 200 DM",24,"existing credits paid back duly till now","car (new)",1201,"... < 100 DM","... < 1 year",4,"male : single","none",1,"building society savings agreement/life insurance",26,"none","own",1,"skilled employee/official",1,"no","yes","good"
"483","... < 0 DM",30,"existing credits paid back duly till now","radio/television",3622,"... >= 1000 DM","... >= 7 years",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",57,"none","rent",2,"skilled employee/official",1,"yes","yes","good"
"484","no checking account",15,"delay in paying off in the past","radio/television",960,"... >= 1000 DM","4 <= ... < 7 years",3,"female : divorced/separated/married","none",2,"building society savings agreement/life insurance",30,"none","own",2,"skilled employee/official",1,"no","yes","good"
"485","no checking account",12,"critical account/other credits existing","car (new)",1163,"500 <= ... < 1000 DM","1 <= ... < 4 years",4,"male : single","none",4,"real estate",44,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"486","0 <= ... < 200 DM",6,"delay in paying off in the past","car (new)",1209,"... < 100 DM","unemployed",4,"male : single","none",4,"building society savings agreement/life insurance",47,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"487","no checking account",12,"existing credits paid back duly till now","domestic appliances",3077,"... < 100 DM","1 <= ... < 4 years",2,"male : single","none",4,"car or other",52,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"488","no checking account",24,"existing credits paid back duly till now","car (new)",3757,"... < 100 DM","... >= 7 years",4,"female : divorced/separated/married","co-applicant",4,"unknown/no property",62,"none","for free",1,"skilled employee/official",1,"yes","yes","good"
"489","no checking account",10,"existing credits paid back duly till now","car (new)",1418,"100 <= ... < 500 DM","1 <= ... < 4 years",3,"male : single","none",2,"real estate",35,"none","rent",1,"unskilled - resident",1,"no","no","good"
"490","no checking account",6,"existing credits paid back duly till now","car (new)",3518,"... < 100 DM","1 <= ... < 4 years",2,"male : single","guarantor",3,"building society savings agreement/life insurance",26,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"491","no checking account",12,"critical account/other credits existing","domestic appliances",1934,"... < 100 DM","... >= 7 years",2,"male : single","none",2,"unknown/no property",26,"none","own",2,"skilled employee/official",1,"no","yes","good"
"492","0 <= ... < 200 DM",27,"no credits taken/all credits paid back duly","others",8318,"... < 100 DM","... >= 7 years",2,"female : divorced/separated/married","none",4,"unknown/no property",42,"none","for free",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"493","no checking account",6,"critical account/other credits existing","domestic appliances",1237,"100 <= ... < 500 DM","1 <= ... < 4 years",1,"female : divorced/separated/married","none",1,"building society savings agreement/life insurance",27,"none","own",2,"skilled employee/official",1,"no","yes","good"
"494","0 <= ... < 200 DM",6,"existing credits paid back duly till now","domestic appliances",368,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"building society savings agreement/life insurance",38,"none","own",1,"skilled employee/official",1,"no","yes","good"
"495","... < 0 DM",12,"critical account/other credits existing","car (new)",2122,"... < 100 DM","1 <= ... < 4 years",3,"male : single","none",2,"real estate",39,"none","rent",2,"unskilled - resident",2,"no","no","good"
"496","... < 0 DM",24,"existing credits paid back duly till now","radio/television",2996,"unknown/no savings account","1 <= ... < 4 years",2,"male : married/widowed","none",4,"car or other",20,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"497","0 <= ... < 200 DM",36,"existing credits paid back duly till now","radio/television",9034,"100 <= ... < 500 DM","... < 1 year",4,"male : single","co-applicant",1,"unknown/no property",29,"none","rent",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","bad"
"498","no checking account",24,"critical account/other credits existing","radio/television",1585,"... < 100 DM","4 <= ... < 7 years",4,"male : single","none",3,"building society savings agreement/life insurance",40,"none","own",2,"skilled employee/official",1,"no","yes","good"
"499","0 <= ... < 200 DM",18,"existing credits paid back duly till now","domestic appliances",1301,"... < 100 DM","... >= 7 years",4,"male : married/widowed","guarantor",2,"real estate",32,"none","own",1,"unskilled - resident",1,"no","yes","good"
"500","... >= 200 DM / salary for at least 1 year",6,"critical account/other credits existing","car (new)",1323,"100 <= ... < 500 DM","... >= 7 years",2,"male : divorced/separated","none",4,"car or other",28,"none","own",2,"skilled employee/official",2,"yes","yes","good"
"501","... < 0 DM",24,"existing credits paid back duly till now","car (new)",3123,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",1,"building society savings agreement/life insurance",27,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"502","... < 0 DM",36,"existing credits paid back duly till now","car (used)",5493,"... < 100 DM","... >= 7 years",2,"male : single","none",4,"unknown/no property",42,"none","for free",1,"skilled employee/official",2,"no","yes","good"
"503","... >= 200 DM / salary for at least 1 year",9,"existing credits paid back duly till now","domestic appliances",1126,"100 <= ... < 500 DM","... >= 7 years",2,"male : divorced/separated","none",4,"real estate",49,"none","own",1,"skilled employee/official",1,"no","yes","good"
"504","0 <= ... < 200 DM",24,"critical account/other credits existing","domestic appliances",1216,"100 <= ... < 500 DM","... < 1 year",4,"male : single","none",4,"unknown/no property",38,"bank","own",2,"skilled employee/official",2,"no","yes","bad"
"505","... < 0 DM",24,"existing credits paid back duly till now","car (new)",1207,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",24,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"506","no checking account",10,"existing credits paid back duly till now","car (new)",1309,"unknown/no savings account","1 <= ... < 4 years",4,"male : single","guarantor",4,"building society savings agreement/life insurance",27,"none","own",1,"unskilled - resident",1,"no","yes","bad"
"507","... >= 200 DM / salary for at least 1 year",15,"critical account/other credits existing","car (used)",2360,"500 <= ... < 1000 DM","1 <= ... < 4 years",2,"male : single","none",2,"car or other",36,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"508","0 <= ... < 200 DM",15,"all credits at this bank paid back duly","car (new)",6850,"100 <= ... < 500 DM","unemployed",1,"male : single","none",2,"building society savings agreement/life insurance",34,"none","own",1,"management/self-employed/highly qualified employee/officer",2,"yes","yes","bad"
"509","no checking account",24,"existing credits paid back duly till now","domestic appliances",1413,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","none",2,"building society savings agreement/life insurance",28,"none","own",1,"skilled employee/official",1,"no","yes","good"
"510","no checking account",39,"existing credits paid back duly till now","car (used)",8588,"100 <= ... < 500 DM","... >= 7 years",4,"male : single","none",2,"car or other",45,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"511","... < 0 DM",12,"existing credits paid back duly till now","car (new)",759,"... < 100 DM","4 <= ... < 7 years",4,"male : single","none",2,"real estate",26,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"512","no checking account",36,"existing credits paid back duly till now","car (used)",4686,"... < 100 DM","1 <= ... < 4 years",2,"male : single","none",2,"unknown/no property",32,"none","for free",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"513","... >= 200 DM / salary for at least 1 year",15,"existing credits paid back duly till now","others",2687,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",4,"building society savings agreement/life insurance",26,"none","rent",1,"skilled employee/official",1,"yes","yes","good"
"514","0 <= ... < 200 DM",12,"delay in paying off in the past","domestic appliances",585,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","co-applicant",4,"real estate",20,"none","rent",2,"skilled employee/official",1,"no","yes","good"
"515","no checking account",24,"existing credits paid back duly till now","car (new)",2255,"unknown/no savings account","... < 1 year",4,"male : single","none",1,"building society savings agreement/life insurance",54,"none","own",1,"skilled employee/official",1,"no","yes","good"
"516","... < 0 DM",6,"critical account/other credits existing","car (new)",609,"... < 100 DM","4 <= ... < 7 years",4,"female : divorced/separated/married","none",3,"building society savings agreement/life insurance",37,"none","own",2,"skilled employee/official",1,"no","no","good"
"517","... < 0 DM",6,"critical account/other credits existing","car (new)",1361,"... < 100 DM","... < 1 year",2,"male : single","none",4,"real estate",40,"none","own",1,"unskilled - resident",2,"no","no","good"
"518","no checking account",36,"critical account/other credits existing","radio/television",7127,"... < 100 DM","... < 1 year",2,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",23,"none","rent",2,"skilled employee/official",1,"yes","yes","bad"
"519","... < 0 DM",6,"existing credits paid back duly till now","car (new)",1203,"100 <= ... < 500 DM","... >= 7 years",3,"male : single","none",2,"building society savings agreement/life insurance",43,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"520","no checking account",6,"critical account/other credits existing","domestic appliances",700,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"unknown/no property",36,"none","for free",2,"skilled employee/official",1,"no","yes","good"
"521","no checking account",24,"critical account/other credits existing","education",5507,"... < 100 DM","... >= 7 years",3,"male : single","none",4,"unknown/no property",44,"none","for free",2,"skilled employee/official",1,"no","yes","good"
"522","... < 0 DM",18,"existing credits paid back duly till now","domestic appliances",3190,"... < 100 DM","1 <= ... < 4 years",2,"female : divorced/separated/married","none",2,"real estate",24,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"523","... < 0 DM",48,"no credits taken/all credits paid back duly","radio/television",7119,"... < 100 DM","1 <= ... < 4 years",3,"male : single","none",4,"unknown/no property",53,"none","for free",2,"skilled employee/official",2,"no","yes","bad"
"524","no checking account",24,"existing credits paid back duly till now","car (used)",3488,"100 <= ... < 500 DM","4 <= ... < 7 years",3,"female : divorced/separated/married","none",4,"car or other",23,"none","own",1,"skilled employee/official",1,"no","yes","good"
"525","0 <= ... < 200 DM",18,"existing credits paid back duly till now","domestic appliances",1113,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","guarantor",4,"real estate",26,"none","own",1,"unskilled - resident",2,"no","yes","good"
"526","0 <= ... < 200 DM",26,"existing credits paid back duly till now","car (used)",7966,"... < 100 DM","... < 1 year",2,"male : single","none",3,"car or other",30,"none","own",2,"skilled employee/official",1,"no","yes","good"
"527","no checking account",15,"critical account/other credits existing","retraining",1532,"100 <= ... < 500 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",3,"car or other",31,"none","own",1,"skilled employee/official",1,"no","yes","good"
"528","no checking account",4,"critical account/other credits existing","domestic appliances",1503,"... < 100 DM","4 <= ... < 7 years",2,"male : single","none",1,"real estate",42,"none","own",2,"unskilled - resident",2,"no","yes","good"
"529","... < 0 DM",36,"existing credits paid back duly till now","domestic appliances",2302,"... < 100 DM","1 <= ... < 4 years",4,"male : divorced/separated","none",4,"car or other",31,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"530","... < 0 DM",6,"existing credits paid back duly till now","car (new)",662,"... < 100 DM","... < 1 year",3,"male : single","none",4,"real estate",41,"none","own",1,"unskilled - resident",2,"yes","yes","good"
"531","0 <= ... < 200 DM",36,"existing credits paid back duly till now","retraining",2273,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",1,"car or other",32,"none","own",2,"skilled employee/official",2,"no","yes","good"
"532","0 <= ... < 200 DM",15,"existing credits paid back duly till now","car (new)",2631,"100 <= ... < 500 DM","1 <= ... < 4 years",2,"female : divorced/separated/married","none",4,"car or other",28,"none","rent",2,"skilled employee/official",1,"yes","yes","bad"
"533","no checking account",12,"delay in paying off in the past","car (used)",1503,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","none",4,"real estate",41,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"534","no checking account",24,"existing credits paid back duly till now","domestic appliances",1311,"100 <= ... < 500 DM","4 <= ... < 7 years",4,"male : married/widowed","none",3,"building society savings agreement/life insurance",26,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"535","no checking account",24,"existing credits paid back duly till now","domestic appliances",3105,"unknown/no savings account","... < 1 year",4,"male : single","none",2,"car or other",25,"none","own",2,"skilled employee/official",1,"no","yes","good"
"536","... >= 200 DM / salary for at least 1 year",21,"critical account/other credits existing","retraining",2319,"... < 100 DM","... < 1 year",2,"male : divorced/separated","none",1,"car or other",33,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"537","... < 0 DM",6,"existing credits paid back duly till now","car (new)",1374,"unknown/no savings account","unemployed",4,"female : divorced/separated/married","none",3,"building society savings agreement/life insurance",75,"none","own",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"538","0 <= ... < 200 DM",18,"critical account/other credits existing","radio/television",3612,"... < 100 DM","... >= 7 years",3,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",37,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"539","... < 0 DM",48,"existing credits paid back duly till now","car (new)",7763,"... < 100 DM","... >= 7 years",4,"male : single","none",4,"unknown/no property",42,"bank","for free",1,"management/self-employed/highly qualified employee/officer",1,"no","yes","bad"
"540","... >= 200 DM / salary for at least 1 year",18,"existing credits paid back duly till now","radio/television",3049,"... < 100 DM","... < 1 year",1,"female : divorced/separated/married","none",1,"building society savings agreement/life insurance",45,"stores","own",1,"unskilled - resident",1,"no","yes","good"
"541","0 <= ... < 200 DM",12,"existing credits paid back duly till now","domestic appliances",1534,"... < 100 DM","... < 1 year",1,"male : married/widowed","none",1,"real estate",23,"none","rent",1,"skilled employee/official",1,"no","yes","bad"
"542","no checking account",24,"delay in paying off in the past","car (new)",2032,"... < 100 DM","... >= 7 years",4,"male : single","none",4,"unknown/no property",60,"none","for free",2,"skilled employee/official",1,"yes","yes","good"
"543","... < 0 DM",30,"existing credits paid back duly till now","radio/television",6350,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"building society savings agreement/life insurance",31,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"544","... >= 200 DM / salary for at least 1 year",18,"existing credits paid back duly till now","radio/television",2864,"... < 100 DM","1 <= ... < 4 years",2,"male : single","none",1,"real estate",34,"none","own",1,"unskilled - resident",2,"no","yes","bad"
"545","no checking account",12,"critical account/other credits existing","car (new)",1255,"... < 100 DM","... >= 7 years",4,"male : single","none",4,"real estate",61,"none","own",2,"unskilled - resident",1,"no","yes","good"
"546","... < 0 DM",24,"delay in paying off in the past","car (new)",1333,"... < 100 DM","unemployed",4,"male : single","none",2,"real estate",43,"none","for free",2,"skilled employee/official",2,"no","yes","bad"
"547","no checking account",24,"critical account/other credits existing","car (new)",2022,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",4,"car or other",37,"none","own",1,"skilled employee/official",1,"yes","yes","good"
"548","no checking account",24,"existing credits paid back duly till now","domestic appliances",1552,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",1,"car or other",32,"bank","own",1,"skilled employee/official",2,"no","yes","good"
"549","... < 0 DM",12,"all credits at this bank paid back duly","domestic appliances",626,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",4,"real estate",24,"bank","own",1,"unskilled - resident",1,"no","yes","bad"
"550","no checking account",48,"critical account/other credits existing","car (used)",8858,"unknown/no savings account","4 <= ... < 7 years",2,"male : single","none",1,"unknown/no property",35,"none","for free",2,"skilled employee/official",1,"yes","yes","good"
"551","no checking account",12,"critical account/other credits existing","education",996,"unknown/no savings account","4 <= ... < 7 years",4,"female : divorced/separated/married","none",4,"real estate",23,"none","own",2,"skilled employee/official",1,"no","yes","good"
"552","no checking account",6,"all credits at this bank paid back duly","domestic appliances",1750,"500 <= ... < 1000 DM","... >= 7 years",2,"male : single","none",4,"building society savings agreement/life insurance",45,"bank","own",1,"unskilled - resident",2,"no","yes","good"
"553","... < 0 DM",48,"existing credits paid back duly till now","domestic appliances",6999,"... < 100 DM","4 <= ... < 7 years",1,"male : married/widowed","guarantor",1,"real estate",34,"none","own",2,"skilled employee/official",1,"yes","yes","bad"
"554","0 <= ... < 200 DM",12,"critical account/other credits existing","car (new)",1995,"100 <= ... < 500 DM","... < 1 year",4,"male : single","none",1,"car or other",27,"none","own",1,"skilled employee/official",1,"no","yes","good"
"555","0 <= ... < 200 DM",9,"existing credits paid back duly till now","retraining",1199,"... < 100 DM","4 <= ... < 7 years",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",67,"none","own",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"556","0 <= ... < 200 DM",12,"existing credits paid back duly till now","domestic appliances",1331,"... < 100 DM","... < 1 year",2,"male : single","none",1,"car or other",22,"stores","own",1,"skilled employee/official",1,"no","yes","bad"
"557","0 <= ... < 200 DM",18,"no credits taken/all credits paid back duly","car (new)",2278,"100 <= ... < 500 DM","... < 1 year",3,"female : divorced/separated/married","none",3,"car or other",28,"none","own",2,"skilled employee/official",1,"no","yes","bad"
"558","no checking account",21,"no credits taken/all credits paid back duly","car (new)",5003,"unknown/no savings account","1 <= ... < 4 years",1,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",29,"bank","own",2,"skilled employee/official",1,"yes","yes","bad"
"559","... < 0 DM",24,"all credits at this bank paid back duly","radio/television",3552,"... < 100 DM","4 <= ... < 7 years",3,"male : single","none",4,"car or other",27,"bank","own",1,"skilled employee/official",1,"no","yes","bad"
"560","0 <= ... < 200 DM",18,"critical account/other credits existing","radio/television",1928,"... < 100 DM","... < 1 year",2,"male : single","none",2,"real estate",31,"none","own",2,"unskilled - resident",1,"no","yes","bad"
"561","... < 0 DM",24,"existing credits paid back duly till now","car (used)",2964,"unknown/no savings account","... >= 7 years",4,"male : single","none",4,"unknown/no property",49,"bank","for free",1,"skilled employee/official",2,"yes","yes","good"
"562","... < 0 DM",24,"all credits at this bank paid back duly","domestic appliances",1546,"... < 100 DM","4 <= ... < 7 years",4,"male : single","guarantor",4,"car or other",24,"bank","rent",1,"unskilled - resident",1,"no","yes","bad"
"563","... >= 200 DM / salary for at least 1 year",6,"delay in paying off in the past","domestic appliances",683,"... < 100 DM","... < 1 year",2,"female : divorced/separated/married","none",1,"building society savings agreement/life insurance",29,"bank","own",1,"skilled employee/official",1,"no","yes","good"
"564","0 <= ... < 200 DM",36,"existing credits paid back duly till now","car (new)",12389,"unknown/no savings account","1 <= ... < 4 years",1,"male : single","none",4,"unknown/no property",37,"none","for free",1,"skilled employee/official",1,"yes","yes","bad"
"565","0 <= ... < 200 DM",24,"delay in paying off in the past","others",4712,"unknown/no savings account","1 <= ... < 4 years",4,"male : single","none",2,"building society savings agreement/life insurance",37,"bank","own",2,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"566","0 <= ... < 200 DM",24,"delay in paying off in the past","domestic appliances",1553,"100 <= ... < 500 DM","4 <= ... < 7 years",3,"female : divorced/separated/married","none",2,"building society savings agreement/life insurance",23,"none","rent",2,"skilled employee/official",1,"yes","yes","good"
"567","... < 0 DM",12,"existing credits paid back duly till now","car (new)",1372,"... < 100 DM","4 <= ... < 7 years",2,"male : divorced/separated","none",3,"car or other",36,"none","own",1,"skilled employee/official",1,"no","yes","bad"
"568","no checking account",24,"critical account/other credits existing","domestic appliances",2578,"... >= 1000 DM","... >= 7 years",2,"male : single","none",2,"car or other",34,"none","own",1,"skilled employee/official",1,"no","yes","good"
"569","0 <= ... < 200 DM",48,"existing credits paid back duly till now","domestic appliances",3979,"unknown/no savings account","4 <= ... < 7 years",4,"male : single","none",1,"car or other",41,"none","own",2,"skilled employee/official",2,"yes","yes","good"
"570","... < 0 DM",48,"existing credits paid back duly till now","domestic appliances",6758,"... < 100 DM","1 <= ... < 4 years",3,"female : divorced/separated/married","none",2,"car or other",31,"none","own",1,"skilled employee/official",1,"yes","yes","bad"
"571","... < 0 DM",24,"existing credits paid back duly till now","radio/television",3234,"... < 100 DM","... < 1 year",4,"female : divorced/separated/married","none",4,"real estate",23,"none","rent",1,"unskilled - resident",1,"yes","yes","bad"
"572","no checking account",30,"critical account/other credits existing","domestic appliances",5954,"... < 100 DM","4 <= ... < 7 years",3,"male : single","co-applicant",2,"car or other",38,"none","own",1,"skilled employee/official",1,"no","yes","good"
"573","no checking account",24,"existing credits paid back duly till now","car (used)",5433,"unknown/no savings account","unemployed",2,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",26,"none","rent",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"574","... < 0 DM",15,"existing credits paid back duly till now","others",806,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",4,"building society savings agreement/life insurance",22,"none","own",1,"unskilled - resident",1,"no","yes","good"
"575","0 <= ... < 200 DM",9,"existing credits paid back duly till now","domestic appliances",1082,"... < 100 DM","... >= 7 years",4,"male : single","none",4,"car or other",27,"none","own",2,"unskilled - resident",1,"no","yes","good"
"576","no checking account",15,"critical account/other credits existing","radio/television",2788,"... < 100 DM","4 <= ... < 7 years",2,"female : divorced/separated/married","co-applicant",3,"car or other",24,"bank","own",2,"skilled employee/official",1,"no","yes","good"
"577","0 <= ... < 200 DM",12,"existing credits paid back duly till now","domestic appliances",2930,"... < 100 DM","4 <= ... < 7 years",2,"female : divorced/separated/married","none",1,"real estate",27,"none","own",1,"skilled employee/official",1,"no","yes","good"
"578","no checking account",24,"critical account/other credits existing","retraining",1927,"unknown/no savings account","1 <= ... < 4 years",3,"female : divorced/separated/married","none",2,"car or other",33,"none","own",2,"skilled employee/official",1,"yes","yes","good"
"579","0 <= ... < 200 DM",36,"critical account/other credits existing","car (new)",2820,"... < 100 DM","... < 1 year",4,"male : divorced/separated","none",4,"car or other",27,"none","own",2,"skilled employee/official",1,"no","yes","bad"
"580","no checking account",24,"existing credits paid back duly till now","business",937,"... < 100 DM","... < 1 year",4,"male : married/widowed","none",3,"car or other",27,"none","own",2,"unskilled - resident",1,"no","yes","good"
"581","0 <= ... < 200 DM",18,"critical account/other credits existing","car (new)",1056,"... < 100 DM","... >= 7 years",3,"male : single","guarantor",3,"real estate",30,"bank","own",2,"skilled employee/official",1,"no","yes","bad"
"582","0 <= ... < 200 DM",12,"critical account/other credits existing","car (new)",3124,"... < 100 DM","... < 1 year",1,"male : single","none",3,"real estate",49,"bank","own",2,"unskilled - resident",2,"no","yes","good"
"583","no checking account",9,"existing credits paid back duly till now","radio/television",1388,"... < 100 DM","1 <= ... < 4 years",4,"female : divorced/separated/married","none",2,"real estate",26,"none","rent",1,"skilled employee/official",1,"no","yes","good"
"584","0 <= ... < 200 DM",36,"existing credits paid back duly till now","education",2384,"... < 100 DM","... < 1 year",4,"male : single","none",1,"unknown/no property",33,"none","rent",1,"unskilled - resident",1,"no","yes","bad"
"585","no checking account",12,"existing credits paid back duly till now","car (new)",2133,"unknown/no savings account","... >= 7 years",4,"female : divorced/separated/married","none",4,"unknown/no property",52,"none","for free",1,"management/self-employed/highly qualified employee/officer",1,"yes","yes","good"
"586","... < 0 DM",18,"existing credits paid back duly till now","radio/television",2039,"... < 100 DM","1 <= ... < 4 years",1,"female : divorced/separated/married","none",4,"real estate",20,"bank","rent",1,"skilled employee/official",1,"no","yes","bad"
"587","... < 0 DM",9,"critical account/other credits existing","car (new)",2799,"... < 100 DM","1 <= ... < 4 years",2,"male : single","none",2,"real estate",36,"none","rent",2,"skilled employee/official",2,"no","yes","good"
"588","... < 0 DM",12,"existing credits paid back duly till now","radio/television",1289,"... < 100 DM","1 <= ... < 4 years",4,"male : single","guarantor",1,"building society savings agreement/life insurance",21,"none","own",1,"unskilled - resident",1,"no","yes","good"
"589","... < 0 DM",18,"existing credits paid back duly till now","repairs",1217,"... < 100 DM","1 <= ... < 4 years",4,"male : married/widowed","none",3,"real estate",47,"none","own",1,"unskilled - resident",1,"yes","yes","bad"
